"","X","ID","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyRate","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","MonthlyIncome","Salary"
"358",358,1228,30,NA,"Non-Travel",1400,"Research & Development",3,3,"Life Sciences",1,562,3,"Male",53,3,1,"Laboratory Technician",4,"Married",16734,4,"Y","No",15,3,3,80,1,9,3,1,5,3,1,4,2097,200808
"359",359,1229,30,NA,"Travel_Rarely",979,"Sales",15,2,"Marketing",1,1754,3,"Male",94,2,3,"Sales Executive",1,"Divorced",3088,2,"Y","No",11,3,1,80,1,12,2,3,7,7,1,7,7140,37056
"360",360,1230,44,NA,"Travel_Rarely",986,"Research & Development",8,4,"Life Sciences",1,874,1,"Male",62,4,1,"Laboratory Technician",4,"Married",5044,2,"Y","Yes",24,4,3,80,1,10,2,2,3,2,0,2,2818,60528
"361",361,1231,40,NA,"Travel_Rarely",1398,"Sales",2,4,"Life Sciences",1,558,3,"Female",79,3,5,"Manager",3,"Married",13022,0,"Y","No",14,3,4,80,0,21,2,3,20,15,1,12,18041,156264
"362",362,1232,31,NA,"Travel_Rarely",741,"Research & Development",2,4,"Life Sciences",1,1721,2,"Male",69,3,1,"Laboratory Technician",3,"Married",18103,1,"Y","No",14,3,4,80,1,6,2,4,5,2,0,3,3477,217236
"363",363,1233,20,NA,"Travel_Rarely",1097,"Research & Development",11,3,"Medical",1,1016,4,"Female",98,2,1,"Research Scientist",1,"Single",18275,1,"Y","Yes",15,3,1,80,0,1,2,3,1,0,0,0,2600,219300
"364",364,1234,42,NA,"Travel_Frequently",481,"Sales",12,3,"Life Sciences",1,1167,3,"Male",44,3,4,"Sales Executive",1,"Single",2447,0,"Y","Yes",12,3,2,80,0,22,2,2,21,9,13,14,13758,29364
"365",365,1235,32,NA,"Travel_Rarely",495,"Research & Development",10,3,"Medical",1,1516,3,"Male",64,3,3,"Manager",4,"Single",21072,2,"Y","No",25,4,2,80,0,10,5,4,5,2,0,0,11244,252864
"366",366,1236,33,NA,"Travel_Rarely",118,"Sales",16,3,"Marketing",1,819,1,"Female",69,3,2,"Sales Executive",1,"Single",26507,5,"Y","No",15,3,3,80,0,6,3,3,3,2,0,2,5324,318084
"367",367,1237,53,NA,"Travel_Rarely",102,"Research & Development",23,4,"Life Sciences",1,901,4,"Female",72,3,4,"Research Director",4,"Single",20206,6,"Y","No",18,3,3,80,0,33,0,3,12,9,3,8,14275,242472
"368",368,1238,33,NA,"Travel_Frequently",1111,"Sales",5,1,"Life Sciences",1,1395,2,"Male",61,3,2,"Sales Executive",4,"Married",19293,6,"Y","No",13,3,1,80,0,8,2,4,5,4,1,2,9998,231516
"369",369,1239,24,NA,"Travel_Frequently",535,"Sales",24,3,"Medical",1,632,4,"Male",38,3,1,"Sales Representative",4,"Married",5530,0,"Y","No",13,3,3,80,2,3,3,3,2,2,2,1,2400,66360
"370",370,1240,42,NA,"Travel_Rarely",603,"Research & Development",7,4,"Medical",1,1292,2,"Female",78,4,2,"Research Scientist",2,"Married",5628,6,"Y","Yes",16,3,4,80,0,18,2,3,1,0,0,0,2372,67536
"371",371,1241,35,NA,"Travel_Rarely",755,"Research & Development",9,4,"Life Sciences",1,496,3,"Male",97,2,2,"Healthcare Representative",2,"Single",19394,9,"Y","No",19,3,3,80,0,10,5,3,1,1,0,0,6540,232728
"372",372,1242,44,NA,"Travel_Rarely",200,"Research & Development",29,4,"Other",1,1225,4,"Male",32,3,2,"Research Scientist",4,"Single",7744,1,"Y","No",25,4,2,80,0,20,3,3,20,11,13,17,4541,92928
"373",373,1243,54,NA,"Travel_Rarely",376,"Research & Development",19,4,"Medical",1,799,4,"Female",95,3,2,"Manufacturing Director",1,"Divorced",22670,9,"Y","Yes",11,3,2,80,2,9,4,3,5,3,1,4,5485,272040
"374",374,1244,37,NA,"Travel_Rarely",783,"Research & Development",7,4,"Medical",1,1885,4,"Male",78,3,2,"Research Scientist",1,"Married",13588,5,"Y","Yes",22,4,3,80,1,16,2,3,5,3,0,4,4284,163056
"375",375,1245,43,NA,"Travel_Frequently",422,"Research & Development",1,3,"Life Sciences",1,902,4,"Female",33,3,2,"Healthcare Representative",4,"Married",21782,4,"Y","No",13,3,2,80,1,12,2,2,5,2,2,2,5562,261384
"376",376,1246,28,NA,"Travel_Rarely",640,"Research & Development",1,3,"Technical Degree",1,1301,4,"Male",84,3,1,"Research Scientist",1,"Single",4732,2,"Y","No",11,3,2,80,0,5,2,2,3,2,1,2,2080,56784
"377",377,1247,57,NA,"Travel_Rarely",593,"Research & Development",1,4,"Medical",1,482,4,"Male",88,3,2,"Healthcare Representative",3,"Married",2967,2,"Y","No",11,3,3,80,0,15,2,3,3,2,1,2,6755,35604
"378",378,1248,30,NA,"Travel_Frequently",1312,"Research & Development",2,4,"Technical Degree",1,1745,4,"Female",78,2,1,"Research Scientist",1,"Single",26427,0,"Y","No",16,3,4,80,0,10,2,3,9,7,0,7,4968,317124
"379",379,1249,36,NA,"Travel_Frequently",469,"Research & Development",3,3,"Technical Degree",1,1257,3,"Male",46,3,1,"Research Scientist",2,"Married",9256,1,"Y","No",12,3,3,80,0,12,2,2,11,10,0,7,3692,111072
"380",380,1250,36,NA,"Travel_Rarely",1041,"Human Resources",13,3,"Human Resources",1,829,3,"Male",36,3,1,"Human Resources",2,"Married",25527,4,"Y","No",13,3,2,80,1,8,2,3,5,2,0,4,2143,306324
"381",381,1251,34,NA,"Travel_Rarely",285,"Research & Development",29,3,"Medical",1,1377,2,"Male",86,3,2,"Laboratory Technician",3,"Married",17491,4,"Y","No",13,3,1,80,2,10,1,3,8,7,7,7,5429,209892
"382",382,1252,34,NA,"Travel_Rarely",216,"Sales",1,4,"Marketing",1,1047,2,"Male",75,4,2,"Sales Executive",4,"Divorced",12278,0,"Y","No",11,3,4,80,1,16,2,2,15,1,0,9,9725,147336
"383",383,1253,41,NA,"Travel_Rarely",1411,"Research & Development",19,2,"Life Sciences",1,334,3,"Male",36,3,2,"Research Scientist",1,"Divorced",19877,2,"Y","No",16,3,1,80,2,17,2,2,1,0,0,0,3072,238524
"384",384,1254,34,NA,"Travel_Frequently",648,"Human Resources",11,3,"Life Sciences",1,1289,3,"Male",56,2,2,"Human Resources",2,"Married",21833,4,"Y","No",11,3,4,80,2,14,5,4,10,9,1,8,4490,261996
"385",385,1255,55,NA,"Travel_Rarely",147,"Research & Development",20,2,"Technical Degree",1,389,2,"Male",37,3,2,"Laboratory Technician",4,"Married",15972,3,"Y","Yes",19,3,4,80,1,12,4,3,10,7,0,8,5415,191664
"386",386,1256,52,NA,"Travel_Frequently",322,"Research & Development",28,2,"Medical",1,1401,4,"Female",59,4,4,"Manufacturing Director",3,"Married",9731,2,"Y","Yes",11,3,2,80,1,24,3,2,5,3,0,2,13247,116772
"387",387,1257,34,NA,"Travel_Rarely",419,"Research & Development",7,4,"Life Sciences",1,28,1,"Female",53,3,3,"Research Director",2,"Single",21293,0,"Y","No",11,3,3,80,0,13,4,3,12,6,2,11,11994,255516
"388",388,1258,52,NA,"Non-Travel",771,"Sales",2,4,"Life Sciences",1,329,1,"Male",79,2,5,"Manager",3,"Single",21030,1,"Y","Yes",18,3,4,80,0,33,2,4,33,7,15,12,19068,252360
"389",389,1259,49,NA,"Travel_Rarely",1261,"Research & Development",7,3,"Other",1,499,2,"Male",31,2,3,"Healthcare Representative",3,"Single",12066,8,"Y","No",24,4,3,80,0,26,2,3,5,2,0,0,10965,144792
"390",390,1260,26,NA,"Travel_Rarely",1146,"Sales",8,3,"Technical Degree",1,796,4,"Male",38,2,2,"Sales Executive",1,"Single",3064,6,"Y","No",17,3,3,80,0,6,2,2,4,3,1,2,5326,36768
"391",391,1261,44,NA,"Travel_Rarely",921,"Research & Development",2,3,"Life Sciences",1,1703,3,"Female",96,4,3,"Healthcare Representative",4,"Married",14810,1,"Y","Yes",19,3,2,80,1,9,2,3,8,7,6,7,7879,177720
"392",392,1262,39,NA,"Non-Travel",792,"Research & Development",1,3,"Life Sciences",1,1737,4,"Male",77,3,2,"Laboratory Technician",4,"Married",8989,1,"Y","Yes",15,3,4,80,1,9,2,3,9,8,5,8,6472,107868
"393",393,1263,27,NA,"Travel_Rarely",1054,"Research & Development",8,3,"Medical",1,1751,3,"Female",67,3,1,"Research Scientist",4,"Single",6152,1,"Y","No",11,3,3,80,0,6,5,2,6,2,1,4,3445,73824
"394",394,1264,50,NA,"Travel_Frequently",1115,"Research & Development",1,3,"Life Sciences",1,141,1,"Female",73,3,5,"Research Director",2,"Married",9755,3,"Y","Yes",19,3,1,80,0,28,1,2,8,3,0,7,18172,117060
"395",395,1265,40,NA,"Travel_Rarely",118,"Sales",14,2,"Life Sciences",1,1598,4,"Female",84,3,2,"Sales Executive",1,"Married",11262,1,"Y","No",15,3,3,80,1,5,2,3,5,4,1,2,4639,135144
"396",396,1266,39,NA,"Travel_Frequently",766,"Sales",20,3,"Life Sciences",1,1812,3,"Male",83,3,2,"Sales Executive",4,"Divorced",19188,2,"Y","No",18,3,4,80,1,7,6,3,2,1,2,2,4127,230256
"397",397,1267,60,NA,"Travel_Rarely",370,"Research & Development",1,4,"Medical",1,1697,3,"Male",92,1,3,"Healthcare Representative",4,"Divorced",20467,3,"Y","No",20,4,3,80,1,19,2,4,1,0,0,0,10883,245604
"398",398,1268,39,NA,"Travel_Rarely",867,"Research & Development",9,2,"Medical",1,1936,1,"Male",87,3,2,"Manufacturing Director",1,"Married",12315,1,"Y","No",25,4,4,80,1,10,3,3,10,0,7,9,5151,147780
"399",399,1269,29,NA,"Travel_Rarely",992,"Research & Development",1,3,"Technical Degree",1,300,3,"Male",85,3,1,"Research Scientist",3,"Single",19757,0,"Y","No",14,3,4,80,0,7,1,2,6,2,1,5,2058,237084
"400",400,1270,31,NA,"Travel_Rarely",202,"Research & Development",8,3,"Life Sciences",1,1433,1,"Female",34,2,1,"Research Scientist",2,"Single",22262,1,"Y","No",12,3,3,80,0,1,3,4,1,0,0,0,1261,267144
"401",401,1271,41,NA,"Travel_Rarely",896,"Sales",6,3,"Life Sciences",1,298,4,"Female",75,3,3,"Manager",4,"Single",14674,3,"Y","Yes",18,3,3,80,0,16,3,3,1,0,0,0,13591,176088
"402",402,1272,30,NA,"Non-Travel",829,"Research & Development",1,1,"Life Sciences",1,292,3,"Male",88,2,3,"Manufacturing Director",3,"Single",20925,1,"Y","No",22,4,3,80,0,12,2,3,11,8,5,8,8474,251100
"403",403,1273,25,NA,"Travel_Rarely",1219,"Research & Development",4,1,"Technical Degree",1,1106,4,"Male",32,3,1,"Laboratory Technician",4,"Married",4605,1,"Y","Yes",15,3,2,80,1,7,3,4,7,7,5,6,3691,55260
"404",404,1274,53,NA,"Travel_Rarely",1070,"Research & Development",3,4,"Medical",1,386,3,"Male",45,3,4,"Research Director",3,"Married",21016,3,"Y","Yes",16,3,4,80,3,21,5,2,5,3,1,3,17584,252192
"405",405,1275,30,NA,"Travel_Frequently",448,"Sales",12,4,"Life Sciences",1,648,2,"Male",74,2,1,"Sales Representative",1,"Married",14470,1,"Y","No",18,3,3,80,1,1,2,4,1,0,0,0,2033,173640
"406",406,1276,26,NA,"Travel_Rarely",1066,"Research & Development",2,2,"Medical",1,1018,4,"Male",32,4,2,"Manufacturing Director",4,"Married",3334,1,"Y","No",12,3,2,80,0,8,2,3,8,7,1,3,5472,40008
"407",407,1277,36,NA,"Travel_Frequently",1302,"Research & Development",6,4,"Life Sciences",1,1594,1,"Male",80,4,2,"Laboratory Technician",1,"Married",19711,3,"Y","Yes",13,3,4,80,1,9,3,3,3,2,0,2,5562,236532
"408",408,1278,31,NA,"Travel_Rarely",1079,"Sales",10,2,"Medical",1,1912,3,"Female",86,3,2,"Sales Executive",4,"Divorced",20115,2,"Y","Yes",11,3,4,80,1,8,2,3,5,2,1,4,6583,241380
"409",409,1279,37,NA,"Travel_Rarely",807,"Human Resources",6,4,"Human Resources",1,133,3,"Male",63,3,1,"Human Resources",1,"Divorced",23648,4,"Y","Yes",22,4,4,80,0,7,3,3,3,2,0,2,2073,283776
"410",410,1280,54,NA,"Non-Travel",142,"Human Resources",26,3,"Human Resources",1,148,4,"Female",30,4,4,"Manager",4,"Single",13871,2,"Y","Yes",12,3,3,80,0,23,3,3,5,3,4,4,17328,166452
"411",411,1281,35,NA,"Travel_Frequently",662,"Sales",18,4,"Marketing",1,1380,4,"Female",67,3,2,"Sales Executive",3,"Married",23288,0,"Y","Yes",18,3,3,80,1,5,0,2,4,2,3,2,4614,279456
"412",412,1282,35,NA,"Travel_Rarely",1296,"Research & Development",5,4,"Technical Degree",1,464,3,"Male",62,3,3,"Manufacturing Director",2,"Single",18264,0,"Y","No",13,3,4,80,0,17,5,3,16,6,0,13,8095,219168
"413",413,1283,37,NA,"Travel_Rarely",367,"Research & Development",25,2,"Medical",1,1161,3,"Female",52,2,2,"Healthcare Representative",4,"Divorced",17171,7,"Y","No",13,3,3,80,2,9,2,3,6,2,1,3,5731,206052
"414",414,1284,38,NA,"Travel_Rarely",1084,"Research & Development",29,3,"Technical Degree",1,273,4,"Male",54,3,2,"Manufacturing Director",4,"Married",4185,3,"Y","No",18,3,1,80,1,9,3,1,7,7,1,7,6261,50220
"415",415,1285,58,NA,"Travel_Rarely",605,"Sales",21,3,"Life Sciences",1,1938,4,"Female",72,3,4,"Manager",4,"Married",11761,4,"Y","Yes",13,3,3,80,1,29,2,2,1,0,0,0,17875,141132
"416",416,1286,43,NA,"Travel_Frequently",775,"Sales",15,3,"Life Sciences",1,754,4,"Male",47,2,2,"Sales Executive",4,"Married",23683,3,"Y","No",18,3,3,80,1,7,5,3,2,2,2,2,6804,284196
"417",417,1287,30,NA,"Travel_Rarely",1465,"Research & Development",1,3,"Medical",1,1241,4,"Male",63,3,1,"Research Scientist",2,"Married",9369,0,"Y","Yes",21,4,1,80,1,12,2,3,11,9,5,7,3579,112428
"418",418,1288,29,NA,"Travel_Rarely",121,"Sales",27,3,"Marketing",1,283,2,"Female",35,3,3,"Sales Executive",4,"Married",24525,1,"Y","No",22,4,4,80,3,10,3,2,10,4,1,9,7639,294300
"419",419,1289,24,NA,"Non-Travel",1092,"Research & Development",9,3,"Life Sciences",1,812,3,"Male",60,2,1,"Laboratory Technician",2,"Divorced",26551,1,"Y","No",11,3,3,80,3,1,4,3,1,0,0,0,2694,318612
"420",420,1290,58,NA,"Travel_Rarely",682,"Sales",10,4,"Medical",1,131,4,"Male",37,3,4,"Sales Executive",3,"Single",24409,0,"Y","No",13,3,3,80,0,38,1,2,37,10,1,8,13872,292908
"421",421,1291,38,NA,"Travel_Rarely",1321,"Sales",1,4,"Life Sciences",1,1995,4,"Male",86,3,2,"Sales Executive",2,"Married",7636,0,"Y","No",15,3,1,80,2,16,3,3,15,13,5,8,4440,91632
"422",422,1292,52,NA,"Travel_Rarely",319,"Research & Development",3,3,"Medical",1,543,4,"Male",39,2,3,"Manufacturing Director",3,"Married",19609,2,"Y","Yes",14,3,3,80,0,28,4,3,5,4,0,4,7969,235308
"423",423,1293,50,NA,"Travel_Rarely",264,"Sales",9,3,"Marketing",1,1591,3,"Male",59,3,5,"Manager",3,"Married",19519,4,"Y","Yes",16,3,3,80,1,27,2,3,1,0,0,0,19331,234228
"424",424,1294,36,NA,"Travel_Frequently",884,"Research & Development",23,2,"Medical",1,2061,3,"Male",41,4,2,"Laboratory Technician",4,"Married",12290,4,"Y","No",17,3,3,80,1,17,3,3,5,2,0,3,2571,147480
"425",425,1295,36,NA,"Travel_Frequently",607,"Sales",7,3,"Marketing",1,1362,1,"Female",83,4,2,"Sales Executive",1,"Married",2261,2,"Y","No",16,3,4,80,1,17,2,2,15,7,6,13,4639,27132
"426",426,1296,53,NA,"Travel_Rarely",868,"Sales",8,3,"Marketing",1,897,1,"Male",73,3,4,"Sales Executive",4,"Married",22789,5,"Y","No",14,3,3,80,1,28,3,3,2,0,2,2,11836,273468
"427",427,1297,29,NA,"Travel_Rarely",1396,"Sales",10,3,"Life Sciences",1,749,3,"Male",99,3,1,"Sales Representative",3,"Single",2755,1,"Y","No",11,3,3,80,0,1,6,3,1,0,0,0,2642,33060
"428",428,1298,50,NA,"Travel_Rarely",1099,"Research & Development",29,4,"Life Sciences",1,569,2,"Male",88,2,4,"Manager",3,"Married",9314,0,"Y","No",15,3,2,80,1,28,2,3,27,10,15,7,17046,111768
"429",429,1299,54,NA,"Travel_Rarely",821,"Research & Development",5,2,"Medical",1,522,1,"Male",86,3,5,"Research Director",1,"Married",8509,4,"Y","No",11,3,3,80,1,24,4,2,4,2,1,2,19406,102108
"430",430,1300,36,NA,"Non-Travel",894,"Research & Development",1,4,"Medical",1,1662,4,"Female",33,2,2,"Manufacturing Director",3,"Married",15411,0,"Y","No",15,3,3,80,0,4,6,3,3,2,1,2,4374,184932
"431",431,1301,56,NA,"Travel_Rarely",310,"Research & Development",7,2,"Technical Degree",1,2032,4,"Male",72,3,1,"Laboratory Technician",3,"Married",3666,8,"Y","No",11,3,4,80,1,14,4,1,10,9,9,8,2339,43992
"432",432,1302,44,NA,"Travel_Rarely",136,"Research & Development",28,3,"Life Sciences",1,1523,4,"Male",32,3,4,"Research Director",1,"Married",22074,3,"Y","No",13,3,3,80,1,24,1,4,20,6,14,17,16328,264888
"433",433,1303,49,NA,"Travel_Rarely",1091,"Research & Development",1,2,"Technical Degree",1,431,3,"Female",90,2,4,"Healthcare Representative",3,"Single",17810,7,"Y","Yes",12,3,4,80,0,25,2,3,7,1,0,7,13964,213720
"434",434,1304,32,NA,"Travel_Rarely",414,"Sales",2,4,"Marketing",1,1862,3,"Male",82,2,2,"Sales Executive",2,"Single",26186,7,"Y","Yes",12,3,3,80,0,7,3,2,2,2,2,2,9907,314232
"435",435,1305,55,NA,"Travel_Rarely",111,"Sales",1,2,"Life Sciences",1,106,1,"Male",70,3,3,"Sales Executive",4,"Married",18092,3,"Y","No",14,3,4,80,1,24,4,3,1,0,1,0,10239,217104
"436",436,1306,35,NA,"Travel_Rarely",1315,"Research & Development",22,3,"Life Sciences",1,381,2,"Female",71,4,3,"Manager",2,"Divorced",19100,7,"Y","No",18,3,2,80,1,10,6,2,7,7,6,2,11996,229200
"437",437,1307,36,NA,"Travel_Rarely",1425,"Research & Development",14,1,"Life Sciences",1,924,3,"Male",68,3,2,"Healthcare Representative",4,"Married",4821,0,"Y","Yes",17,3,1,80,1,17,2,2,16,8,4,11,6586,57852
"438",438,1308,42,NA,"Travel_Rarely",1210,"Research & Development",2,3,"Medical",1,1542,3,"Male",68,2,1,"Laboratory Technician",2,"Married",24052,4,"Y","No",14,3,2,80,1,4,3,3,1,0,0,0,4841,288624
"439",439,1309,27,NA,"Non-Travel",1277,"Research & Development",8,5,"Life Sciences",1,1094,1,"Male",87,1,1,"Laboratory Technician",3,"Married",5869,1,"Y","No",19,3,4,80,3,3,4,3,3,2,1,2,4621,70428
"440",440,1310,46,NA,"Non-Travel",849,"Sales",26,2,"Life Sciences",1,1801,2,"Male",98,2,2,"Sales Executive",2,"Single",25166,8,"Y","No",15,3,3,80,0,6,3,3,2,2,2,2,7991,301992
"441",441,1311,45,NA,"Travel_Rarely",194,"Research & Development",9,3,"Life Sciences",1,206,2,"Male",60,3,2,"Laboratory Technician",2,"Divorced",10901,8,"Y","No",18,3,3,80,1,20,2,1,17,9,0,15,2348,130812
"442",442,1312,42,NA,"Travel_Frequently",570,"Research & Development",8,3,"Life Sciences",1,809,2,"Male",66,3,5,"Manager",4,"Divorced",16225,1,"Y","No",13,3,2,80,1,24,4,2,24,7,14,9,18430,194700
"443",443,1313,40,NA,"Travel_Rarely",448,"Research & Development",16,3,"Life Sciences",1,1641,3,"Female",84,3,3,"Manufacturing Director",4,"Single",19948,6,"Y","Yes",15,3,4,80,0,18,2,2,4,2,3,3,7945,239376
"444",444,1314,32,NA,"Travel_Rarely",120,"Research & Development",6,5,"Life Sciences",1,231,3,"Male",43,3,1,"Research Scientist",3,"Single",12430,3,"Y","No",20,4,1,80,0,8,2,3,5,4,1,4,3038,149160
"445",445,1315,45,NA,"Travel_Rarely",538,"Research & Development",1,4,"Technical Degree",1,1553,1,"Male",66,3,3,"Healthcare Representative",2,"Divorced",20933,1,"Y","No",12,3,1,80,3,10,4,3,10,8,7,7,7441,251196
"446",446,1316,41,NA,"Travel_Frequently",143,"Sales",4,3,"Marketing",1,488,1,"Male",56,3,2,"Sales Executive",2,"Single",9558,1,"Y","No",18,3,3,80,0,8,5,3,8,7,7,7,9355,114696
"447",447,1317,42,NA,"Travel_Rarely",188,"Research & Development",29,3,"Medical",1,1148,2,"Male",56,1,2,"Laboratory Technician",4,"Single",9558,4,"Y","No",19,3,1,80,0,16,3,3,1,0,0,0,4272,114696
"448",448,1318,31,NA,"Travel_Frequently",667,"Sales",1,4,"Life Sciences",1,1427,2,"Female",50,1,1,"Sales Representative",3,"Single",16154,1,"Y","No",12,3,2,80,0,1,3,3,1,0,0,0,1359,193848
"449",449,1319,28,NA,"Travel_Rarely",1117,"Research & Development",8,2,"Life Sciences",1,395,4,"Female",66,3,1,"Research Scientist",4,"Single",4488,1,"Y","No",21,4,4,80,0,5,3,3,5,3,0,2,3310,53856
"450",450,1320,55,NA,"Travel_Rarely",685,"Sales",26,5,"Marketing",1,1578,3,"Male",60,2,5,"Manager",4,"Married",23037,1,"Y","No",21,4,3,80,1,36,3,3,36,6,2,13,19586,276444
"451",451,1321,33,NA,"Travel_Rarely",832,"Research & Development",5,4,"Life Sciences",1,338,3,"Female",63,2,1,"Research Scientist",4,"Married",14776,1,"Y","No",13,3,3,80,1,2,2,2,2,2,0,2,2911,177312
"452",452,1322,53,NA,"Travel_Rarely",346,"Research & Development",6,3,"Life Sciences",1,769,4,"Male",86,3,2,"Laboratory Technician",4,"Single",10919,2,"Y","No",17,3,4,80,0,19,4,3,2,2,2,2,2450,131028
"453",453,1323,40,NA,"Travel_Frequently",530,"Research & Development",1,4,"Life Sciences",1,119,3,"Male",78,2,4,"Healthcare Representative",2,"Married",14115,1,"Y","No",22,4,4,80,1,22,3,2,22,3,11,11,13503,169380
"454",454,1324,30,NA,"Travel_Rarely",1092,"Research & Development",10,3,"Medical",1,1816,1,"Female",64,3,3,"Manufacturing Director",3,"Single",2739,9,"Y","No",14,3,2,80,0,9,3,3,7,7,0,2,9667,32868
"455",455,1325,40,NA,"Travel_Rarely",804,"Research & Development",2,1,"Medical",1,763,4,"Female",86,2,1,"Research Scientist",4,"Single",22929,0,"Y","Yes",20,4,4,80,0,5,2,2,4,2,2,3,2342,275148
"456",456,1326,31,NA,"Travel_Rarely",329,"Research & Development",1,2,"Life Sciences",1,530,4,"Male",98,2,1,"Laboratory Technician",1,"Married",16193,1,"Y","No",12,3,3,80,1,4,3,3,4,2,3,2,2218,194316
"457",457,1327,34,NA,"Non-Travel",999,"Research & Development",26,1,"Technical Degree",1,1374,1,"Female",92,2,1,"Research Scientist",3,"Divorced",15891,1,"Y","No",20,4,3,80,3,5,2,3,5,4,0,0,2029,190692
"458",458,1328,40,NA,"Travel_Rarely",299,"Sales",25,4,"Marketing",1,1318,4,"Male",57,2,3,"Sales Executive",2,"Single",17235,2,"Y","Yes",12,3,3,80,0,9,2,3,5,4,1,0,9094,206820
"459",459,1329,21,NA,"Travel_Rarely",391,"Research & Development",15,2,"Life Sciences",1,30,3,"Male",96,3,1,"Research Scientist",4,"Single",19281,1,"Y","No",14,3,4,80,0,0,6,3,0,0,0,0,1232,231372
"460",460,1330,35,NA,"Non-Travel",1097,"Research & Development",11,2,"Medical",1,70,3,"Male",79,2,3,"Healthcare Representative",1,"Married",8302,2,"Y","Yes",13,3,3,80,1,10,3,3,4,0,2,3,9884,99624
"461",461,1331,40,NA,"Travel_Rarely",369,"Research & Development",8,2,"Life Sciences",1,1724,2,"Female",92,3,2,"Manufacturing Director",1,"Married",5041,2,"Y","Yes",16,3,2,80,1,18,3,3,1,0,0,0,6516,60492
"462",462,1332,28,NA,"Travel_Rarely",1083,"Research & Development",29,1,"Life Sciences",1,1514,3,"Male",96,1,2,"Manufacturing Director",2,"Married",3173,1,"Y","No",14,3,2,80,2,8,2,2,8,6,1,7,6549,38076
"463",463,1333,34,NA,"Travel_Rarely",699,"Research & Development",6,1,"Medical",1,31,2,"Male",83,3,1,"Research Scientist",1,"Single",17102,2,"Y","No",11,3,3,80,0,8,2,3,4,2,1,3,2960,205224
"464",464,1334,29,NA,"Travel_Rarely",806,"Research & Development",7,3,"Technical Degree",1,1299,2,"Female",39,3,1,"Laboratory Technician",3,"Divorced",17285,3,"Y","Yes",13,3,1,80,2,10,2,3,7,7,7,7,3339,207420
"465",465,1335,42,NA,"Travel_Rarely",1265,"Research & Development",3,3,"Life Sciences",1,894,3,"Female",95,4,2,"Laboratory Technician",4,"Married",23726,2,"Y","Yes",13,3,2,80,1,17,1,2,5,3,1,3,5231,284712
"466",466,1336,29,NA,"Travel_Rarely",1283,"Research & Development",23,3,"Life Sciences",1,495,4,"Male",54,3,1,"Research Scientist",4,"Single",18168,9,"Y","No",16,3,4,80,0,6,4,3,3,2,1,2,2201,218016
"467",467,1337,51,NA,"Travel_Frequently",237,"Sales",9,3,"Life Sciences",1,1282,4,"Male",83,3,5,"Manager",2,"Divorced",19196,4,"Y","Yes",24,4,1,80,1,31,5,2,29,10,11,10,19847,230352
"468",468,1338,27,NA,"Non-Travel",210,"Sales",1,1,"Marketing",1,449,3,"Male",73,3,2,"Sales Executive",2,"Married",22107,0,"Y","Yes",13,3,4,80,1,6,0,3,5,4,1,4,6349,265284
"469",469,1339,50,NA,"Travel_Rarely",1207,"Research & Development",28,1,"Medical",1,716,4,"Male",74,4,1,"Laboratory Technician",3,"Married",3297,1,"Y","Yes",11,3,3,80,3,20,3,3,20,8,3,8,3221,39564
"470",470,1340,35,NA,"Travel_Rarely",195,"Sales",1,3,"Medical",1,620,1,"Female",80,3,2,"Sales Executive",3,"Single",6698,1,"Y","No",16,3,4,80,0,5,3,3,5,4,0,3,4859,80376
"471",471,1341,25,NA,"Travel_Rarely",180,"Research & Development",2,1,"Medical",1,854,1,"Male",65,4,1,"Research Scientist",1,"Single",21632,7,"Y","No",13,3,3,80,0,6,3,2,4,3,0,1,3424,259584
"472",472,1342,44,NA,"Travel_Rarely",935,"Research & Development",3,3,"Life Sciences",1,1333,1,"Male",89,3,1,"Laboratory Technician",1,"Married",14669,4,"Y","No",12,3,3,80,0,10,4,4,3,2,1,2,2362,176028
"473",473,1343,27,NA,"Travel_Rarely",975,"Research & Development",7,3,"Medical",1,764,4,"Female",55,2,2,"Healthcare Representative",1,"Single",23398,8,"Y","No",19,3,1,80,0,9,2,1,7,6,0,7,6811,280776
"474",474,1344,38,NA,"Travel_Rarely",1380,"Research & Development",9,2,"Life Sciences",1,245,3,"Female",75,3,1,"Laboratory Technician",4,"Single",6319,1,"Y","No",12,3,3,80,0,2,3,3,2,2,2,1,2288,75828
"475",475,1345,27,NA,"Travel_Rarely",1469,"Research & Development",1,2,"Medical",1,497,4,"Male",82,3,1,"Laboratory Technician",2,"Divorced",17881,1,"Y","No",11,3,2,80,1,5,2,3,5,2,0,4,3816,214572
"476",476,1346,49,NA,"Travel_Frequently",279,"Research & Development",8,1,"Life Sciences",1,2,3,"Male",61,2,2,"Research Scientist",2,"Married",24907,1,"Y","No",23,4,4,80,1,10,3,3,10,7,1,7,5130,298884
